-2,-5,4,5,-5,-6,-2,-1
-9,0,-2,0,-5,1,0,-9
0,1,7,11,3,-1,1,3
5,8,0,0,3,-22,-41,2
-13,-7,-7,-1,4,27,52,-3
2,-3,-13,-12,0,47,49,6
6,-9,-5,-10,-6,-5,-3,3
0,-1,6,6,0,-5,-15,-1
-9,11,4,2,-4,-44,-68,-32
-7,3,2,1,-4,-13,1,12
27,6,3,2,0,24,25,20
-2,-4,-2,4,4,16,15,-3
4,-2,-10,-10,-11,-14,-19,0
-1,14,12,16,7,-10,-13,-23
-10,-4,-8,-12,-8,-3,-6,6
4,-3,-2,-3,-5,-2,9,2
0,-9,0,3,10,18,16,12
0,20,10,5,1,-8,-12,-3
-12,-11,-6,-4,-4,-11,-12,-4
7,15,-1,-6,-5,12,23,10
-1,-6,-1,0,5,14,14,1
10,8,5,11,6,-4,-10,7
0,10,5,-1,2,-1,-2,-9
0,-3,-11,-10,-8,-2,5,2
5,7,6,1,-1,-4,-4,11
-7,-18,-8,-9,-4,-7,-7,-8
10,9,3,0,-3,-3,0,15
-7,-4,-1,-2,-4,-5,-5,-16
-1,-6,-8,-1,2,2,3,1
14,-6,1,4,9,7,1,7
-21,-7,-2,2,5,-5,-7,-13
0,5,2,-2,-6,-5,-2,-10
-13,-9,-8,-3,-6,-6,-8,-15
-9,-8,-2,-5,1,4,7,9
-3,-4,-6,-8,-5,-8,-10,-11
2,3,7,4,2,-3,1,4
-7,-11,-9,-8,-11,-4,1,1
3,3,1,-1,-10,-7,-5,-3
2,9,8,17,19,8,3,-3
-11,-7,-3,-2,11,10,7,-7
6,16,8,6,5,3,5,15
-8,-35,-19,-14,-16,-11,-12,-15
-4,17,9,-3,-9,-3,1,0
5,-3,-4,-3,-5,-2,0,10
-10,-3,1,0,1,2,-5,-12
5,2,6,6,1,-2,-2,6
-3,-8,-2,-1,-1,-1,-5,-11
-8,-8,-10,1,-1,-2,-1,-5
7,-2,-4,-8,-6,3,4,13
-5,6,-3,-5,-1,-6,-11,-18
0,-7,-5,-5,0,-6,-3,-2
-1,1,2,-1,-1,3,4,1
2,1,3,6,3,-4,-1,0
-1,5,4,7,6,6,2,5
9,-2,-9,-6,-1,0,-2,-1
-12,4,4,1,0,1,1,3
2,-3,0,-2,-1,-1,6,-3
3,2,-2,-5,-4,-1,1,11
-5,-15,-3,-1,-10,-9,-6,-4
10,17,7,0,2,5,9,18
2,-7,-9,-3,6,5,-5,-12
-3,11,5,1,0,-6,-3,-2
-4,0,-3,-3,-9,-8,-1,3
6,-1,0,-6,-7,1,3,3
2,-7,6,9,14,9,4,6
6,14,3,3,9,4,2,4
1,5,-8,-10,-8,-6,-3,-3
-6,-6,-5,-4,-7,-7,-4,-14
-2,-6,3,-3,-9,-7,-6,0
-10,-12,-2,4,3,4,0,-6
-5,-12,0,5,9,6,4,-1
-8,-4,-2,0,-2,-3,-4,-5
-3,4,-4,-5,-3,-1,-3,1
0,-7,-4,-15,-11,-8,0,5
-6,-1,-4,-1,2,8,5,-12
1,-3,0,1,0,-2,-10,-19
12,21,4,0,-4,-7,-3,2
-6,-11,-7,-1,-5,-4,-3,-2
1,5,2,-5,-8,-4,0,3
-5,-16,-11,-3,-2,-1,-1,-6
4,7,-7,-10,5,5,2,-2
-3,12,5,3,3,1,2,0
2,-1,0,4,-4,-6,-1,-3
-2,-9,-3,0,4,1,2,4
-7,1,0,-4,-5,-3,-4,-4
4,-2,3,1,0,0,0,3
2,5,0,1,2,-2,-3,2
-5,-3,-11,-10,-10,-10,-6,-6
-1,2,2,0,-2,3,3,-1
6,-8,-12,-4,5,3,2,1
-2,13,11,8,3,-1,-4,-3
4,-3,-6,-8,-4,-1,-3,-6
-9,-9,2,4,-4,-9,-1,5
15,10,1,1,-4,1,3,7
-13,-12,-10,-6,-4,0,-6,-15
6,15,4,0,5,2,3,7
3,9,4,2,6,7,5,2
-13,-36,-22,-11,-5,-5,-5,-8
-1,-8,-2,-1,-1,-3,-2,7
-2,4,5,0,-3,-1,-1,-5
-3,4,7,6,-2,0,5,1
7,11,10,7,-1,-3,5,15
-5,-7,-5,-6,-5,1,-17,-37
-8,-14,-6,2,5,0,-2,-5
1,-5,-1,-3,2,0,-2,-2
-3,9,1,0,-4,-5,-3,-5
-4,-6,-4,-4,-2,-2,0,5
-1,-8,-1,-2,-1,-1,3,4
-4,-4,-4,-1,-8,-7,-6,-6
3,7,1,-3,-6,-3,-4,-6
-4,-21,-2,7,5,3,3,6
4,11,4,-1,2,4,4,5
-4,-18,-8,-3,2,-2,0,2
1,-5,-10,-13,-5,-3,-5,-6
4,8,-3,-5,-1,-4,2,8
-4,-11,-4,-2,1,1,1,1
0,2,10,15,-2,-2,-5,-7
-4,5,-1,-1,5,-1,1,1
-4,-10,-6,-16,-8,-3,-3,0
-3,-7,-4,7,-3,-2,-3,-1
6,16,1,-2,-3,-2,1,0
-1,-7,8,6,0,2,-3,-3
-4,4,2,-2,4,3,7,8
-3,-5,0,-1,-3,-1,-2,-3
-4,3,1,0,-1,-1,0,0
5,3,-1,1,0,-2,-3,-4
0,-4,-5,1,-1,-3,-1,0
1,0,0,-3,0,0,0,0
-1,-2,5,6,-2,2,-1,-2
-11,-8,11,6,11,2,-3,-6
4,0,2,-3,-3,-3,-1,2
2,0,-12,-8,1,-3,-4,0
4,8,-15,-9,1,1,1,2
-8,-10,-7,-3,-4,1,0,-3
2,8,35,16,-4,-5,-3,-1
-7,-11,-5,2,0,-6,-3,-3
2,3,-5,-13,-4,-1,0,1
1,2,-10,-4,-2,-2,-2,1
-1,-6,-12,4,1,2,2,-1
-5,-2,14,5,-5,-1,-2,-4
-1,6,-1,-9,2,-2,-5,-7
0,-3,-3,5,0,2,3,0
3,7,-5,-1,5,1,1,3
1,-6,2,4,7,1,-2,-1
-4,-10,-2,0,-4,-4,-4,-2
0,3,-1,-5,-11,-3,0,0
2,5,-5,-7,-4,-2,-4,-2
4,10,4,3,6,4,0,-1
-4,-8,-4,1,5,0,-4,-6
0,1,2,0,-4,-5,-3,-1
-1,1,-3,-1,-6,-1,-1,2
1,7,-4,-7,-8,-6,-1,0
-6,-13,-3,-3,-8,-2,-2,-1
2,8,4,-3,0,-1,1,0
0,3,0,5,13,7,3,0
-2,-5,-3,5,7,2,-1,-1
3,-2,1,-1,-3,-3,-2,0
-1,11,-1,-6,-5,-2,-4,-2
-8,-20,-11,-9,-12,-7,-2,-1
-1,5,1,-6,-5,-1,-1,0
0,-1,-3,8,7,3,4,0
1,2,7,3,6,2,1,-1
-3,-4,13,3,-1,-3,-2,-5
3,8,-1,4,-4,-1,2,1
-3,0,-7,-13,-4,-3,-1,-1
-3,-11,-7,-1,-4,-6,-3,-1
-1,-6,-4,3,-5,0,0,-3
2,1,-3,-5,1,0,-1,0
-5,-6,3,7,2,2,0,0
-3,-8,-5,-3,1,-2,-2,-1
-3,10,3,-2,0,-2,-1,0
0,-2,-3,-7,-10,-6,-4,-2
-3,-5,-5,-7,-8,-3,-2,-1
0,0,6,12,15,9,5,2
0,1,-2,-2,3,4,1,1
-2,-2,1,1,-2,-3,-2,1
1,2,3,3,10,1,-2,-1
-2,-7,-4,-6,-4,0,0,0
0,1,-6,-5,-1,0,0,1
-2,1,0,-4,-5,-6,-1,-3
-2,-4,-4,-6,-11,-8,-3,-2
-1,1,-1,1,-4,-1,-2,-3
0,-2,-4,-2,2,3,-1,-2
-4,-2,0,0,-3,0,-1,-1
-3,-5,1,-2,-3,0,-1,-1
-1,2,2,3,2,-4,-2,-2
-1,-1,-4,-4,-7,-1,-1,0
-1,0,0,-3,-3,-3,0,-1
0,-3,-3,2,0,2,2,0
-1,6,4,3,9,6,2,1
2,1,1,6,6,2,-1,0
-1,0,1,3,-5,-2,-1,0
-2,-4,-6,-8,-2,-5,-2,-1
-1,-6,-8,-10,-8,-3,-2,-2
-2,2,-1,4,0,-1,-1,-2
0,-4,-4,-5,3,2,0,-1
0,0,3,3,-7,-4,-1,-1
-1,-3,0,-8,-7,-5,-2,-5
0,0,2,2,-3,-3,-3,-3
-1,0,-4,4,5,3,1,1
0,2,0,0,2,3,0,-1
-2,-2,3,2,-3,-3,-2,-1
0,1,-3,-6,-8,-8,-4,-1
0,-3,5,3,0,-2,0,0
0,1,0,4,3,2,-1,1
-2,0,-2,4,4,3,-1,-2
-2,-2,-6,-7,-3,-3,0,0
0,-2,1,0,-2,-2,-3,-2
0,-1,-2,-5,4,2,-1,0
-1,-2,0,1,-11,-7,-2,-1
-1,-1,-4,-3,-3,0,-3,-2
-1,-4,-3,2,4,5,2,0
1,6,7,3,3,-1,0,-1
-1,1,-2,-3,2,0,-3,-1
1,-6,-2,-1,2,1,2,-1
0,2,2,-1,-1,-3,-1,-1
0,-2,-5,-3,-1,0,-1,0
-1,2,-1,1,0,1,-2,0
-1,1,1,-2,-3,-4,-1,0
-2,-4,-3,-4,-5,-3,-3,-2
-2,-1,2,-1,-4,3,1,0
0,-1,-1,1,10,6,2,1
-1,1,2,6,6,-1,0,0
-1,0,-1,-4,-2,-3,-1,1
0,-6,-4,0,-8,-7,-7,-3
-1,-5,-8,-14,-12,-10,-4,-2
-1,1,2,5,10,5,0,-2
-1,3,4,1,3,2,2,0
1,1,2,0,-2,-2,0,0
0,-2,-2,-1,-5,-1,-2,-1
-1,-1,-5,-10,-12,-6,-1,0
-2,-4,0,2,1,1,-1,-2
-1,-1,0,2,7,3,0,0
0,-3,-3,-7,-3,-5,-4,-1
-2,-1,-2,-2,-3,-2,-2,-1
0,1,2,4,2,0,-1,-2
0,0,1,3,4,1,1,-1
0,-4,0,3,-2,-1,-1,0
-2,-1,-2,-7,-2,1,-1,0
0,0,-1,-3,0,-2,-1,0
-2,0,-1,-1,-2,-2,-2,0
-3,0,1,1,0,-2,-1,-2
-1,-3,-4,-3,-7,-6,-3,-3
-1,-2,-2,-2,-5,-1,0,-1
-2,-3,-2,-6,-5,-4,-3,-2
-2,1,0,0,-4,-4,0,1
-1,-5,5,9,3,1,1,-2
1,1,-1,-3,6,5,1,-1
-1,-2,-2,-1,3,1,0,-1
-1,-1,-3,3,7,2,1,-1
0,2,-3,-5,-9,-8,-4,-1
-2,-1,-5,-6,-17,-9,-5,-1
0,0,0,2,5,5,2,-2
1,3,3,8,16,10,6,1
-1,1,4,7,13,3,0,0
-2,-1,-2,-4,-4,-4,-4,-3
-3,-5,-6,-6,-14,-9,-4,-1
-2,-4,-4,-10,-13,-6,-3,-3
1,0,2,0,0,1,2,0
-3,-3,-1,-3,-1,-2,-2,-1
-2,0,-1,-1,-7,-1,-1,0
0,-1,0,2,3,0,-2,0
1,0,-1,1,0,0,1,1
0,-1,-2,0,-2,-3,-2,-2
0,0,-1,1,5,4,2,0
0,-1,0,-1,0,-2,-2,-1
0,0,-5,-3,-10,-4,-4,-2
-1,-1,-2,-4,-8,-4,-2,-3
-1,-5,-2,-6,-5,-3,1,-2
2,1,2,5,9,6,2,0
0,0,-2,4,16,7,0,-1
-2,-3,-3,0,-3,-2,-4,-1
-1,1,3,1,-5,-4,-2,1
-3,0,-2,-4,-7,-3,-3,-2
-2,0,-3,-5,-5,-2,-2,-1
-2,-4,-6,-6,-4,-2,-1,-1
-1,-1,-3,-7,-6,-5,-3,-2
-1,-2,1,3,3,2,0,0
1,1,2,5,8,3,2,0
0,1,0,2,3,2,1,0
-2,-2,-3,0,-5,-4,-5,-4
-1,-1,-2,-5,-10,-7,-1,-2
-1,-3,-1,-3,-2,0,1,1
-1,-1,3,4,5,3,4,1
-2,0,-2,-3,2,0,0,1
-2,-1,-5,-3,-3,-3,-4,-1
0,-3,-2,-6,-7,-3,0,2
-3,0,-1,-1,-1,0,-2,-3
-1,-1,0,2,0,1,2,0
-2,-1,0,5,5,1,-1,-1
-1,0,4,2,4,1,0,-4
-1,-4,-1,-2,1,0,-2,-1
-1,-2,-3,-5,-2,0,-3,-2
1,-1,-5,-3,-9,-4,-1,-3
0,1,3,7,4,2,2,0
0,1,3,3,3,0,-2,1
-2,-3,-6,-4,-1,-3,-1,-4
-1,-2,-1,-4,-2,-3,-2,-3
-1,-1,-5,-4,-2,0,-1,-3
2,1,0,3,2,3,2,0
1,1,-2,1,2,-3,-2,3
-1,-1,4,1,-6,-4,-2,0
-4,-6,-8,-11,-10,-5,-2,-3
1,-3,-3,-5,0,-2,0,1
1,2,8,5,8,3,-1,-1
-1,-1,-3,0,-1,1,-2,0
-1,0,1,2,-4,-4,-2,-3
-3,-2,-6,-5,-7,-4,0,-2
-2,0,-1,1,1,1,1,-2
1,1,3,5,9,5,2,1
-3,-1,0,-1,-4,-3,0,-1
0,0,-1,-4,-5,-5,-2,0
-1,-3,-1,0,-4,-3,-2,1
-3,-1,-2,-7,-4,2,-1,-3
0,1,-3,-1,0,-4,-1,0
-1,-1,-1,0,2,1,-1,-2
-1,1,3,3,4,4,1,0
